1,Time,Displacement,Force
,(s),(mm),(N)
"","35.9900","7.6008","14545.6846"
"","36.0900","7.6226","14550.7275"
"","36.1900","7.6429","14562.8496"
"","36.2900","7.6648","14569.9873"
"","36.3900","7.6852","14575.6377"
"","36.4900","7.7072","14582.9902"
"","36.5900","7.7282","14575.3887"
"","36.6900","7.7489","14588.6689"
"","36.7900","7.7702","14582.4258"
"","36.8900","7.7909","14589.4707"
"","36.9900","7.8132","14589.7002"
"","37.0900","7.8334","14589.1934"
"","37.1900","7.8553","14594.3613"
"","37.2900","7.8758","14595.3301"
"","37.3900","7.8975","14606.3965"
"","37.4900","7.9191","14597.5381"
"","37.5900","7.9395","14611.9248"
"","37.6900","7.9610","14605.0303"
"","37.7900","7.9814","14608.7871"
"","37.8900","8.0037","14608.6826"
"","37.9900","8.0240","14603.7812"
"","38.0900","8.0457","14619.7637"
"","38.1900","8.0663","14618.6846"
"","38.2900","8.0878","14631.6826"
"","38.3900","8.1095","14629.1260"
"","38.4900","8.1299","14640.0664"
"","38.5900","8.1516","14636.6865"
"","38.6900","8.1720","14642.9951"
"","38.7900","8.1940","14648.6924"
"","38.8900","8.2145","14640.5879"
"","38.9900","8.2361","14652.0723"
"","39.0900","8.2570","14648.6367"
"","39.1900","8.2781","14659.2705"
"","39.2900","8.3002","14657.3799"
"","39.3900","8.3204","14667.3994"
"","39.4900","8.3419","14671.4004"
"","39.5900","8.3623","14678.1104"
"","39.6900","8.3843","14689.0312"
"","39.7900","8.4054","14688.9209"
"","39.8900","8.4264","14707.0352"
"","39.9900","8.4477","14705.3730"
"","40.0900","8.4686","14718.2969"
"","40.1900","8.4907","14720.9619"
"","40.2900","8.5109","14722.1699"
"","40.3900","8.5326","14727.5254"
"","40.4900","8.5531","14726.7715"
"","40.5900","8.5747","14735.0166"
"","40.6900","8.5962","14724.8564"
"","40.7900","8.6168","14736.2646"
"","40.8900","8.6384","14729.0615"
"","40.9900","8.6589","14730.7676"
"","41.0900","8.6810","14730.6475"
"","41.1900","8.7014","14723.2979"
"","41.2900","8.7231","14728.5908"
"","41.3900","8.7437","14723.0195"
"","41.4900","8.7651","14729.3525"
"","41.5900","8.7866","14727.5332"
"","41.6900","8.8073","14731.3994"
"","41.7900","8.8289","14729.6787"
"","41.8900","8.8491","14737.4941"
"","41.9900","8.8715","14742.0391"
"","42.0900","8.8921","14736.1562"
"","42.1900","8.9135","14746.2012"
"","42.2900","8.9343","14740.9258"
"","42.3900","8.9553","14748.9307"
"","42.4900","8.9773","14744.0400"
"","42.5900","8.9975","14749.0811"
"","42.6900","9.0195","14745.5557"
"","42.7900","9.0399","14744.1221"
"","42.8900","9.0618","14750.5850"
"","42.9900","9.0828","14747.4512"
"","43.0900","9.1038","14762.3467"
"","43.1900","9.1250","14759.0352"
"","43.2900","9.1457","14768.7051"
"","43.3900","9.1680","14772.9336"
"","43.4900","9.1881","14773.3613"
"","43.5900","9.2099","14783.8770"
"","43.6900","9.2306","14787.8770"
"","43.7900","9.2519","14800.2324"
"","43.8900","9.2735","14796.5850"
"","43.9900","9.2942","14813.5674"
"","44.0900","9.3156","14810.7227"
"","44.1900","9.3362","14820.0322"
"","44.2900","9.3583","14823.9229"
"","44.3900","9.3788","14822.8418"
"","44.4900","9.4004","14829.2246"
"","44.5900","9.4211","14826.2773"
"","44.6900","9.4425","14835.8564"
"","44.7900","9.4640","14829.1885"
"","44.8900","9.4845","14839.0752"
"","44.9900","9.5061","14836.7393"
"","45.0900","9.5266","14843.2119"
"","45.1900","9.5486","14848.3555"
"","45.2900","9.5693","14844.0410"
"","45.3900","9.5906","14857.1758"
"","45.4900","9.6116","14852.6582"
"","45.5900","9.6328","14860.5479"
"","45.6900","9.6548","14857.6777"
"","45.7900","9.6749","14861.9922"
"","45.8900","9.6969","14861.7129"
"","45.9900","9.7172","14866.4102"
"","46.0900","9.7391","14877.4893"
"","46.1900","9.7601","14873.8447"
"","46.2900","9.7810","14888.0469"
"","46.3900","9.8023","14885.7637"
"","46.4900","9.8232","14895.6211"
"","46.5900","9.8452","14898.0547"
"","46.6900","9.8654","14901.6309"
"","46.7900","9.8874","14906.4404"
"","46.8900","9.9079","14908.7344"
"","46.9900","9.9293","14912.1758"
"","47.0900","9.9508","14907.5938"
"","47.1900","9.9715","14917.8672"
"","47.2900","9.9929","14909.5518"
"","47.3900","10.0137","14913.8359"
"","47.4900","10.0357","14913.3164"
"","47.5900","10.0561","14909.1211"
"","47.6900","10.0778","14912.9238"
"","47.7900","10.0983","14908.3213"
"","47.8900","10.1196","14916.3457"
"","47.9900","10.1410","14908.0693"
"","48.0900","10.1618","14920.0693"
"","48.1900","10.1835","14914.9795"
"","48.2900","10.2038","14916.5840"
"","48.3900","10.2259","14921.7666"
"","48.4900","10.2468","14912.8408"
"","48.5900","10.2682","14917.5596"
"","48.6900","10.2891","14904.8418"
"","48.7900","10.3100","14913.0684"
"","48.8900","10.3322","14905.9922"
"","48.9900","10.3522","14909.0576"
"","49.0900","10.3742","14912.7988"
"","49.1900","10.3943","14923.8799"
"","49.2900","10.4165","14932.9678"
"","49.3900","10.4374","14926.1299"
"","49.4900","10.4585","14939.2324"
"","49.5900","10.4796","14930.4287"
"","49.6900","10.5005","14941.0684"
"","49.7900","10.5229","14941.0889"
"","49.8900","10.5429","14941.8037"
"","49.9900","10.5646","14943.7100"
"","50.0900","10.5853","14942.2285"
"","50.1900","10.6069","14946.1348"
"","50.2900","10.6281","14941.9727"
"","50.3900","10.6487","14953.0332"
"","50.4900","10.6702","14951.5078"
"","50.5900","10.6909","14961.1699"
"","50.6900","10.7129","14965.1230"
"","50.7900","10.7333","14968.0723"
"","50.8900","10.7548","14977.1865"
"","50.9900","10.7756","14977.3760"
"","51.0900","10.7969","14986.3867"
"","51.1900","10.8190","14985.5449"
"","51.2900","10.8392","14995.9307"
"","51.3900","10.8609","14996.2871"
"","51.4900","10.8814","15003.3848"
"","51.5900","10.9034","15008.6240"
"","51.6900","10.9239","15005.2334"
"","51.7900","10.9451","15013.7471"
"","51.8900","10.9664","15009.9424"
"","51.9900","10.9873","15017.3682"
"","52.0900","11.0093","15015.5918"
"","52.1900","11.0297","15020.5713"
"","52.2900","11.0516","15021.0723"
"","52.3900","11.0719","15025.1162"
"","52.4900","11.0938","15029.2266"
"","52.5900","11.1149","15023.6826"
"","52.6900","11.1358","15034.6875"
